Accession,SRR accession,Ethambutol,Isoniazid,Pyrazinamide,Rifampicin,Isolate
SAMN20693093,SRR16370391,S,R,R,R,1479146369267T182115lib5026nextseqn0035151bp
SAMN20693317,SRR16370342,S,R,S,S,IDR1500063002
SAMN20693175,SRR16370499,S,R,S,R,1479151773189T1377214lib3403nextseqn0004151bp
SAMN20693232,SRR16370437,S,R,S,R,IDR1400006549
SAMN20693423,SRR16370224,S,S,S,S,IDR1600020953
SAMN20693400,SRR16370250,S,S,S,S,IDR1600014409
SAMN20693207,SRR16370464,S,S,S,S,IDR1100019254
SAMN20693550,SRR16370584,S,S,S,S,IDR1600053030
SAMN20693503,SRR16370635,S,S,S,S,IDR1600039184
SAMN20693368,SRR16370286,S,S,S,S,IDR1600002326
SAMN20693313,SRR16370346,S,S,S,S,IDR1500062509
SAMN20693494,SRR16370645,S,S,S,S,IDR1600037187
SAMN20693240,SRR16370428,S,S,S,S,IDR1400028307
SAMN20693539,SRR16370596,S,S,S,S,IDR1600049307
SAMN20693398,SRR16370252,S,S,S,S,IDR1600012759
SAMN20693510,SRR16370628,S,S,S,S,IDR1600040335
SAMN20693316,SRR16370343,S,S,S,S,IDR1500062818
SAMN20693483,SRR16370657,S,S,S,S,IDR1600035086
SAMN20693077,SRR16370670,S,R,R,R,1479144119992T178415lib4989nextseqn0036151bp
SAMN20693099,SRR16370325,S,R,S,R,1479146369267T182715lib5032nextseqn0036151bp
SAMN20693298,SRR16370363,S,S,S,S,IDR1500059803
SAMN20693323,SRR16370335,S,S,S,S,IDR1500065704
SAMN20693405,SRR16370244,S,S,S,S,IDR1600017097
SAMN20693176,SRR16370498,S,R,R,R,1479151773189T1377614lib3407nextseqn0004151bp
SAMN20693138,SRR16370542,R,R,R,R,1479146369267T889015lib5611nextseqn0048151bp
SAMN20693201,SRR16370471,S,R,S,R,1479153938227T1380314lib3434nextseqn0004151bp
SAMN20693312,SRR16370348,S,S,S,S,IDR1500062350
SAMN20693505,SRR16370633,S,S,S,S,IDR1600039956
SAMN20693480,SRR16370661,S,S,S,S,IDR1600034869
SAMN20693319,SRR16370340,S,S,S,S,IDR1500063304
SAMN20693533,SRR16370602,S,S,S,S,IDR1600047649
SAMN20693324,SRR16370334,S,S,S,S,IDR1500066192
SAMN20693561,SRR16370572,S,S,S,S,IDR1600055023
SAMN20693116,SRR16370636,R,R,R,R,1479146369267T184415lib5049nextseqn0036151bp
SAMN20693472,SRR16370671,S,S,S,S,IDR1600032334
SAMN20693339,SRR16370318,S,S,S,S,IDR1500069348
SAMN20693119,SRR16370603,S,R,S,S,1479146369267T184715lib5052nextseqn0035151bp
SAMN20693545,SRR16370589,S,S,S,S,IDR1600051431
SAMN20693464,SRR16370679,S,S,S,S,IDR1600029939
SAMN20693430,SRR16370217,S,S,S,S,IDR1600022827
SAMN20693284,SRR16370378,S,S,S,S,IDR1500055140
SAMN20693527,SRR16370609,S,S,S,S,IDR1600045481
SAMN20693259,SRR16370407,S,S,S,S,IDR1500048671
SAMN20693500,SRR16370639,S,S,S,S,IDR1600037778
SAMN20693460,SRR16370684,S,S,S,S,IDR1600028710
SAMN20693486,SRR16370654,S,S,S,S,IDR1600035377
SAMN20693538,SRR16370597,S,S,S,S,IDR1600049248
SAMN20693180,SRR16370494,S,R,R,R,1479151773189T1378114lib3412nextseqn0004151bp
SAMN20693160,SRR16370518,R,R,R,R,1479150601544T896715lib5749nextseqn0051151bp
SAMN20693263,SRR16370402,S,R,S,S,IDR1500049950
SAMN20693378,SRR16370274,S,S,S,S,IDR1600004865
SAMN20693399,SRR16370251,S,S,S,S,IDR1600014124
SAMN20693442,SRR16370204,S,S,S,S,IDR1600025158
SAMN20693330,SRR16370328,S,S,S,S,IDR1500067319
SAMN20693540,SRR16370595,S,S,S,S,IDR1600049674
SAMN20693264,SRR16370401,S,S,S,S,IDR1500050467
SAMN22416402,SRR16509481,S,S,R,S,03R0154
SAMN20693257,SRR16370409,S,R,S,S,IDR1500045852
SAMN20693489,SRR16370651,S,S,S,S,IDR1600036511
SAMN20693297,SRR16370364,S,S,S,S,IDR1500059320
SAMN20693470,SRR16370673,S,S,S,S,IDR1600032077
SAMN20693127,SRR16370554,S,R,S,S,1479146369267T185515lib5060nextseqn0035151bp
SAMN20693457,SRR16370687,S,S,S,S,IDR1600028000
SAMN20693484,SRR16370656,S,S,S,S,IDR1600035148
SAMN20693311,SRR16370349,S,S,S,S,IDR1500062349
SAMN20693490,SRR16370650,S,S,S,S,IDR1600036513
SAMN20693306,SRR16370354,S,S,S,S,IDR1500062006
SAMN20693365,SRR16370289,S,S,S,S,IDR1600001953
SAMN20693178,SRR16370496,S,R,S,R,1479151773189T1377814lib3409nextseqn0004151bp
SAMN20693228,SRR16370441,S,S,S,S,IDR1400001909
SAMN20693572,SRR16370560,S,S,S,S,IDR1600058701
SAMN20693273,SRR16370390,S,S,S,S,IDR1500052794
SAMN20693468,SRR16370675,S,S,S,S,IDR1600031529
SAMN20693549,SRR16370585,S,S,S,S,IDR1600052673
SAMN20693529,SRR16370607,S,S,S,S,IDR1600046643
SAMN20693105,SRR16370258,R,R,R,R,1479146369267T183315lib5038nextseqn0035151bp
SAMN20693416,SRR16370232,S,S,S,S,IDR1600019639
SAMN20693271,SRR16370394,R,R,R,R,IDR1500052248
SAMN21856902,SRR16089408,S,S,R,S,IDR1500072113
SAMN20693417,SRR16370231,S,S,S,S,IDR1600019640
SAMN20693488,SRR16370652,S,S,S,S,IDR1600035837
SAMN20693360,SRR16370295,S,S,S,S,IDR1600000643
SAMN20693421,SRR16370227,S,S,S,S,IDR1600020570
SAMN20693569,SRR16370563,S,S,S,S,IDR1600058226
SAMN20693225,SRR16370444,S,S,S,S,IDR1300023467
SAMN20693537,SRR16370598,S,S,S,S,IDR1600048627
SAMN20693322,SRR16370337,S,S,S,S,IDR1500065702
SAMN20693184,SRR16370489,S,R,R,R,1479151773189T1378614lib3417nextseqn0004151bp
SAMN20693509,SRR16370629,S,S,S,S,IDR1600040334
SAMN20693097,SRR16370347,R,R,S,R,1479146369267T182515lib5030nextseqn0036151bp
SAMN20693458,SRR16370686,S,S,S,S,IDR1600028279
SAMN20693234,SRR16370434,S,R,S,S,IDR1400008041
SAMN20693462,SRR16370682,S,S,S,S,IDR1600028712
SAMN20693212,SRR16370459,R,R,S,R,IDR1200022433
SAMN20693366,SRR16370288,S,R,S,S,IDR1600002109
SAMN20693114,SRR16370658,R,R,S,R,1479146369267T184215lib5047nextseqn0035151bp
SAMN20693087,SRR16370458,S,R,S,S,1479144813357T180715lib5012nextseqn0035151bp
SAMN20693536,SRR16370599,S,S,S,S,IDR1600048617
SAMN20693211,SRR16370460,S,R,S,R,IDR1200008928
SAMN20693349,SRR16370307,S,S,S,S,IDR1500072159
SAMN20693334,SRR16370323,S,S,S,S,IDR1500067984
SAMN20693219,SRR16370451,S,R,S,S,IDR1300016371
SAMN20693126,SRR16370555,R,R,R,R,1479146369267T185415lib5059nextseqn0035151bp
SAMN20693395,SRR16370255,S,S,S,S,IDR1600012456
SAMN20693499,SRR16370640,S,S,S,S,IDR1600037777
SAMN20693348,SRR16370308,S,S,S,S,IDR1500071802
SAMN20693279,SRR16370384,S,S,S,S,IDR1500054144
SAMN20693137,SRR16370543,R,R,R,R,1479146369267T888815lib5609nextseqn0048151bp
SAMN20693288,SRR16370374,S,S,R,S,IDR1500056766
SAMN20693377,SRR16370275,S,S,S,S,IDR1600004382
SAMN20693197,SRR16370475,S,R,R,R,1479153938227T1379814lib3429nextseqn0004151bp
SAMN20693173,SRR16370501,R,R,R,R,1479151773189T1377014lib3401nextseqn0004151bp
SAMN20693350,SRR16370306,S,S,S,S,IDR1500072206
SAMN20693124,SRR16370557,R,R,S,R,1479146369267T185215lib5057nextseqn0035151bp
SAMN20693415,SRR16370233,S,S,S,S,IDR1600018864
SAMN20693394,SRR16370256,S,S,S,S,IDR1600012207
SAMN20693129,SRR16370552,S,R,S,R,1479146369267T185715lib5063nextseqn0036151bp
SAMN20693419,SRR16370229,S,S,S,S,IDR1600020192
SAMN20693342,SRR16370315,S,S,S,S,IDR1500069726
SAMN20693425,SRR16370222,S,S,S,S,IDR1600021226
SAMN20693185,SRR16370488,S,R,S,R,1479151773189T1378914lib3420nextseqn0004151bp
SAMN20693076,SRR16370281,S,R,R,S,1479144119992T178315lib4988nextseqn0035151bp
SAMN20693507,SRR16370631,S,S,S,S,IDR1600040178
SAMN20693166,SRR16370511,S,R,S,R,1479151773189T1375914lib3391nextseqn0004151bp
SAMN20693424,SRR16370223,S,S,S,S,IDR1600020957
SAMN20693414,SRR16370234,S,S,S,S,IDR1600018201
SAMN20693376,SRR16370276,S,S,S,S,IDR1600004178
SAMN20693278,SRR16370385,S,R,S,S,IDR1500053660
SAMN20693122,SRR16370570,S,R,S,R,1479146369267T185015lib5055nextseqn0035151bp
SAMN20693570,SRR16370562,S,S,S,S,IDR1600058228
SAMN20693437,SRR16370209,S,S,S,S,IDR1600024367
SAMN20693506,SRR16370632,S,S,S,S,IDR1600039993
SAMN20693426,SRR16370221,S,S,S,S,IDR1600021320
SAMN20693134,SRR16370546,S,R,R,R,1479146369267T888515lib5606nextseqn0048151bp
SAMN20693241,SRR16370427,S,R,S,S,IDR1400029413
SAMN20693208,SRR16370463,S,S,S,S,IDR1100023189
SAMN20693504,SRR16370634,S,S,S,S,IDR1600039759
SAMN20693407,SRR16370242,S,S,S,S,IDR1600017477
SAMN20693131,SRR16370550,S,R,R,R,1479146369267T888215lib5603nextseqn0048151bp
SAMN20693083,SRR16370502,R,R,R,R,1479144813357T180315lib5008nextseqn0036151bp
SAMN20693444,SRR16370201,S,S,S,S,IDR1600025428
SAMN20693557,SRR16370576,S,S,S,S,IDR1600053447
SAMN20693251,SRR16370416,R,R,S,R,IDR1500003469
SAMN20693463,SRR16370680,S,S,S,S,IDR1600029540
SAMN20693401,SRR16370249,S,S,R,S,IDR1600015259
SAMN20693130,SRR16370551,R,R,R,R,1479146369267T185815lib5062nextseqn0035151bp
SAMN20693402,SRR16370248,S,S,S,S,IDR1600016611
SAMN20693295,SRR16370366,S,S,S,S,IDR1500058475
SAMN20693109,SRR16370214,S,R,S,R,1479146369267T183715lib5042nextseqn0035151bp
SAMN20693115,SRR16370647,S,S,S,R,1479146369267T184315lib5048nextseqn0036151bp
SAMN20693254,SRR16370412,S,R,S,R,IDR1500009074
SAMN20693396,SRR16370254,S,S,S,S,IDR1600012753
SAMN20693270,SRR16370395,S,R,R,S,IDR1500052246
SAMN20693320,SRR16370339,S,S,S,S,IDR1500063732
SAMN20693086,SRR16370469,S,R,S,R,1479144813357T180615lib5011nextseqn0035151bp
SAMN20693094,SRR16370380,S,R,S,R,1479146369267T182215lib5027nextseqn0035151bp
SAMN20693269,SRR16370396,S,S,S,S,IDR1500052024
SAMN20693514,SRR16370623,S,S,S,S,IDR1600041578
SAMN20693559,SRR16370574,S,S,S,S,IDR1600054129
SAMN20693265,SRR16370400,S,S,S,S,IDR1500051244
SAMN20693328,SRR16370330,S,S,S,S,IDR1500066750
SAMN20693217,SRR16370453,S,R,S,R,IDR1300005060
SAMN20693102,SRR16370292,S,R,S,R,1479146369267T183015lib5035nextseqn0036151bp
SAMN20693409,SRR16370240,S,S,S,S,IDR1600017905
SAMN20693075,SRR16370392,R,R,S,R,1479144119992T178215lib4987nextseqn0035151bp
SAMN20693085,SRR16370480,R,R,S,R,1479144813357T180515lib5010nextseqn0035151bp
SAMN20693568,SRR16370564,S,S,S,S,IDR1600058060
SAMN20693392,SRR16370259,S,S,S,S,IDR1600011801
SAMN20693551,SRR16370583,S,S,S,S,IDR1600053034
SAMN20693089,SRR16370436,R,R,R,R,1479144813357T181715lib5022nextseqn0035151bp
SAMN20693461,SRR16370683,S,S,S,S,IDR1600028711
SAMN20693172,SRR16370505,S,R,S,S,1479151773189T1376914lib3400nextseqn0004151bp
SAMN20693143,SRR16370536,R,R,R,R,1479149361993T893715lib5720nextseqn0051151bp
SAMN20693301,SRR16370360,S,S,S,S,IDR1500061127
SAMN20693174,SRR16370500,S,R,S,S,1479151773189T1377114lib3402nextseqn0004151bp
SAMN20693459,SRR16370685,S,S,S,S,IDR1600028520
SAMN20693293,SRR16370368,S,S,S,S,IDR1500057970
SAMN20693372,SRR16370282,S,S,S,S,IDR1600003653
SAMN20693133,SRR16370547,S,R,R,R,1479146369267T888415lib5605nextseqn0048151bp
SAMN20693187,SRR16370486,R,R,R,R,1479151773189T1379214lib3423nextseqn0004151bp
SAMN20693224,SRR16370445,S,S,S,S,IDR1300022959
SAMN20693303,SRR16370357,S,S,S,S,IDR1500061908
SAMN20693382,SRR16370270,S,S,S,S,IDR1600005546
SAMN20693252,SRR16370415,S,R,S,S,IDR1500006146
SAMN20693156,SRR16370522,R,R,R,R,1479150601544T896215lib5744nextseqn0051151bp
SAMN20693182,SRR16370492,S,R,R,R,1479151773189T1378414lib3415nextseqn0004151bp
SAMN20693525,SRR16370611,S,S,S,S,IDR1600044954
SAMN20693181,SRR16370493,S,R,S,R,1479151773189T1378314lib3414nextseqn0004151bp
SAMN20693203,SRR16370468,S,R,S,R,1479153938227T1380514lib3436nextseqn0004151bp
SAMN20693498,SRR16370641,S,S,S,S,IDR1600037632
SAMN20693141,SRR16370539,S,R,S,R,1479149361993T889415lib5615nextseqn0048151bp
SAMN20693216,SRR16370454,R,R,S,R,IDR1200030168
SAMN20693341,SRR16370316,S,S,S,S,IDR1500069614
SAMN20693338,SRR16370319,S,S,S,S,IDR1500068896
SAMN20693370,SRR16370284,R,R,S,S,IDR1600003443
SAMN20693092,SRR16370403,R,R,R,R,1479144813357T182015lib5025nextseqn0035151bp
SAMN20693213,SRR16370457,S,R,S,R,IDR1200022434
SAMN20693080,SRR16370537,R,R,R,R,1479144119992T178715lib4992nextseqn0036151bp
SAMN20693530,SRR16370606,S,S,S,S,IDR1600046655
SAMN20693179,SRR16370495,S,R,R,R,1479151773189T1377914lib3410nextseqn0004151bp
SAMN20693171,SRR16370506,S,S,S,S,1479151773189T1376814lib3399nextseqn0004151bp
SAMN20693520,SRR16370617,S,S,S,S,IDR1600044037
SAMN20693524,SRR16370612,S,S,S,S,IDR1600044301
SAMN20693412,SRR16370237,S,S,S,S,IDR1600018194
SAMN20693469,SRR16370674,S,S,S,S,IDR1600031875
SAMN20693286,SRR16370376,S,S,S,S,IDR1500056763
SAMN20693285,SRR16370377,S,S,S,S,IDR1500055398
SAMN20693355,SRR16370300,S,S,S,S,IDR1600000287
SAMN20693205,SRR16370466,S,R,R,R,1479153938227T1380814lib3438nextseqn0004151bp
SAMN20693523,SRR16370613,S,S,S,S,IDR1600044280
SAMN20693564,SRR16370568,S,R,S,S,IDR1600055997
SAMN20693098,SRR16370336,S,R,R,R,1479146369267T182615lib5031nextseqn0036151bp
SAMN20693526,SRR16370610,S,S,S,S,IDR1600044955
SAMN20693084,SRR16370491,S,R,S,R,1479144813357T180415lib5009nextseqn0035151bp
SAMN20693383,SRR16370268,S,S,S,S,IDR1600005548
SAMN20693253,SRR16370413,S,S,S,S,IDR1500007955
SAMN20693315,SRR16370344,S,S,S,S,IDR1500062635
SAMN20693318,SRR16370341,S,S,S,S,IDR1500063136
SAMN20693283,SRR16370379,S,S,S,S,IDR1500054922
SAMN20693247,SRR16370420,S,S,S,S,IDR1400033866
SAMN20693448,SRR16370697,S,S,S,S,IDR1600026421
SAMN20693447,SRR16370698,S,S,S,S,IDR1600026227
SAMN20693289,SRR16370373,S,S,S,S,IDR1500056767
SAMN20693364,SRR16370290,S,S,S,S,IDR1600001950
SAMN20693481,SRR16370660,S,S,S,S,IDR1600034870
SAMN20693123,SRR16370558,R,R,S,R,1479146369267T185115lib5056nextseqn0035151bp
SAMN20693117,SRR16370625,S,R,R,R,1479146369267T184515lib5050nextseqn0036151bp
SAMN20693445,SRR16370200,S,S,R,S,IDR1600025432
SAMN20693479,SRR16370662,S,S,S,S,IDR1600034314
SAMN20693440,SRR16370206,S,S,S,S,IDR1600025154
SAMN20693167,SRR16370510,S,R,R,R,1479151773189T1376214lib3393nextseqn0004151bp
SAMN20693429,SRR16370218,S,S,S,S,IDR1600022826
SAMN20693186,SRR16370487,S,R,R,R,1479151773189T1379114lib3422nextseqn0004151bp
SAMN20693101,SRR16370303,R,R,S,R,1479146369267T182915lib5034nextseqn0036151bp
SAMN20693112,SRR16370681,S,R,S,R,1479146369267T184015lib5045nextseqn0036151bp
SAMN20693281,SRR16370382,S,S,S,S,IDR1500054148
SAMN20693139,SRR16370541,R,R,S,R,1479146369267T889115lib5612nextseqn0048151bp
SAMN20693202,SRR16370470,S,R,R,R,1479153938227T1380414lib3435nextseqn0004151bp
SAMN20693168,SRR16370509,R,R,R,R,1479151773189T1376414lib3395nextseqn0004151bp
SAMN20693343,SRR16370313,S,S,S,S,IDR1500070283
SAMN20693356,SRR16370299,S,S,S,S,IDR1600000436
SAMN20693512,SRR16370626,S,S,S,S,IDR1600041271
SAMN20693120,SRR16370592,R,R,R,R,1479146369267T184815lib5053nextseqn0035151bp
SAMN20693333,SRR16370324,S,S,S,S,IDR1500067462
SAMN20693547,SRR16370587,S,S,S,S,IDR1600052366
SAMN20693073,SRR16370504,R,R,R,R,1479144119992T178015lib4985nextseqn0035151bp
SAMN20693381,SRR16370271,S,S,S,S,IDR1600005538
SAMN20693287,SRR16370375,S,S,S,S,IDR1500056764
SAMN20693169,SRR16370508,R,R,R,R,1479151773189T1376514lib3396nextseqn0004151bp
SAMN20693300,SRR16370361,S,S,S,S,IDR1500061013
SAMN20693074,SRR16370503,R,R,R,R,1479144119992T178115lib4986nextseqn0035151bp
SAMN20693079,SRR16370548,R,R,S,R,1479144119992T178615lib4991nextseqn0036151bp
SAMN20693196,SRR16370476,S,R,R,R,1479153938227T1379714lib3428nextseqn0004151bp
SAMN20693327,SRR16370331,S,S,S,S,IDR1500066661
SAMN20693380,SRR16370272,S,S,S,S,IDR1600005536
SAMN20693290,SRR16370372,S,R,R,S,IDR1500057022
SAMN20693354,SRR16370301,S,S,S,S,IDR1600000150
SAMN20693451,SRR16370694,S,S,S,S,IDR1600026645
SAMN20693135,SRR16370545,R,R,R,R,1479146369267T888615lib5607nextseqn0048151bp
SAMN20693276,SRR16370387,S,S,S,S,IDR1500053362
SAMN20693501,SRR16370638,S,S,S,S,IDR1600038976
SAMN20693110,SRR16370203,S,R,R,S,1479146369267T183815lib5043nextseqn0035151bp
SAMN20693519,SRR16370618,S,S,S,S,IDR1600044034
SAMN20693475,SRR16370666,S,S,S,S,IDR1600033123
SAMN20693223,SRR16370446,S,R,S,S,IDR1300021110
SAMN20693198,SRR16370474,S,R,R,R,1479153938227T1379914lib3430nextseqn0004151bp
SAMN20693511,SRR16370627,S,R,S,S,IDR1600040948
SAMN20693246,SRR16370421,S,S,S,S,IDR1400033739
SAMN20693358,SRR16370297,S,S,S,S,IDR1600000568
SAMN20693404,SRR16370245,S,S,R,S,IDR1600017091
SAMN20693242,SRR16370426,S,S,S,S,IDR1400029458
SAMN20693183,SRR16370490,R,R,S,R,1479151773189T1378514lib3416nextseqn0004151bp
SAMN20693567,SRR16370565,S,S,S,S,IDR1600057546
SAMN20693088,SRR16370447,S,R,R,R,1479144813357T181615lib5021nextseqn0035151bp
SAMN20693369,SRR16370285,S,S,S,S,IDR1600002328
SAMN20693515,SRR16370622,S,S,S,S,IDR1600041579
SAMN20693294,SRR16370367,S,S,S,S,IDR1500058176
SAMN20693337,SRR16370320,S,S,S,S,IDR1500068895
SAMN20693516,SRR16370621,S,S,S,S,IDR1600041936
SAMN20693456,SRR16370688,S,S,S,S,IDR1600027999
SAMN20693291,SRR16370371,S,S,S,S,IDR1500057631
SAMN20693351,SRR16370305,S,S,S,S,IDR1500072381
SAMN20693543,SRR16370591,S,R,S,S,IDR1600050510
SAMN20693244,SRR16370423,S,S,S,S,IDR1400032281
SAMN20693096,SRR16370358,R,R,R,R,1479146369267T182415lib5029nextseqn0036151bp
SAMN20693299,SRR16370362,S,S,S,S,IDR1500059889
SAMN20693104,SRR16370269,S,R,R,S,1479146369267T183215lib5037nextseqn0035151bp
SAMN20693113,SRR16370669,R,R,S,R,1479146369267T184115lib5046nextseqn0035151bp
SAMN20693335,SRR16370322,S,S,S,S,IDR1500068120
SAMN20693188,SRR16370485,R,R,R,R,1479151773189T898515lib5764nextseqn0051151bp
SAMN20693385,SRR16370266,S,S,S,S,IDR1600006792
SAMN21856895,SRR16089393,S,S,S,S,IDR1200003374
SAMN20693428,SRR16370219,S,S,S,S,IDR1600022505
SAMN20693177,SRR16370497,S,R,R,R,1479151773189T1377714lib3408nextseqn0004151bp
SAMN20693082,SRR16370515,S,S,S,R,1479144813357T180215lib5007nextseqn0035151bp
SAMN20693441,SRR16370205,S,S,S,S,IDR1600025156
SAMN20693452,SRR16370693,S,S,S,S,IDR1600026772
SAMN20693161,SRR16370517,R,R,R,R,1479150601544T896815lib5750nextseqn0051151bp
SAMN20693107,SRR16370236,R,R,R,R,1479146369267T183515lib5040nextseqn0036151bp
SAMN20693336,SRR16370321,S,R,S,S,IDR1500068721
SAMN20693200,SRR16370472,S,R,S,S,1479153938227T1380214lib3433nextseqn0004151bp
SAMN20693103,SRR16370280,R,R,R,R,1479146369267T183115lib5036nextseqn0036151bp
SAMN20693439,SRR16370207,S,S,S,S,IDR1600025151
SAMN20693436,SRR16370210,S,S,S,S,IDR1600023875
SAMN20693367,SRR16370287,S,S,S,S,IDR1600002325
SAMN20693487,SRR16370653,S,S,S,S,IDR1600035835
SAMN20693272,SRR16370393,S,S,S,S,IDR1500052791
SAMN20693321,SRR16370338,S,S,S,S,IDR1500065550
SAMN20693304,SRR16370356,S,R,S,S,IDR1500061909
SAMN20693199,SRR16370473,S,R,S,R,1479153938227T1380014lib3431nextseqn0004151bp
SAMN20693390,SRR16370261,S,S,S,S,IDR1600010494
SAMN20693353,SRR16370302,S,S,S,S,IDR1600000081
SAMN20693132,SRR16370549,R,R,S,R,1479146369267T888315lib5604nextseqn0048151bp
SAMN20693410,SRR16370239,S,S,S,S,IDR1600017938
SAMN20693108,SRR16370225,R,R,R,R,1479146369267T183615lib5041nextseqn0035151bp
SAMN20693389,SRR16370262,S,S,S,S,IDR1600010492
SAMN20693552,SRR16370582,S,S,S,S,IDR1600053042
SAMN20693331,SRR16370327,S,S,S,S,IDR1500067320
SAMN20693267,SRR16370398,S,S,S,S,IDR1500051477
SAMN20693465,SRR16370678,S,S,S,S,IDR1600030763
SAMN20693218,SRR16370452,R,R,R,R,IDR1300010061
SAMN20693106,SRR16370247,S,R,R,R,1479146369267T183415lib5039nextseqn0035151bp
SAMN20693308,SRR16370352,S,S,S,S,IDR1500062168
SAMN20693535,SRR16370600,S,R,S,S,IDR1600048388
SAMN20693307,SRR16370353,S,S,S,S,IDR1500062042
SAMN20693081,SRR16370526,R,R,R,R,1479144813357T180115lib5006nextseqn0035151bp
SAMN20693090,SRR16370425,R,R,R,R,1479144813357T181815lib5023nextseqn0035151bp
SAMN20693280,SRR16370383,S,R,S,S,IDR1500054147
SAMN20693474,SRR16370667,S,S,S,S,IDR1600033122
SAMN20693326,SRR16370332,S,S,S,S,IDR1500066660
SAMN20693518,SRR16370619,S,S,S,S,IDR1600042261
SAMN20693534,SRR16370601,S,S,S,S,IDR1600048331
SAMN20693231,SRR16370438,S,S,S,S,IDR1400004223
SAMN20693111,SRR16370692,S,R,S,R,1479146369267T183915lib5044nextseqn0036151bp
SAMN20693546,SRR16370588,S,R,S,S,IDR1600051546
SAMN20693277,SRR16370386,S,S,S,S,IDR1500053652
SAMN20693296,SRR16370365,S,S,S,S,IDR1500059313
SAMN20693345,SRR16370311,S,S,S,S,IDR1500071331
SAMN20693434,SRR16370212,S,S,S,S,IDR1600023714
SAMN20693413,SRR16370235,S,S,S,S,IDR1600018197
SAMN20693226,SRR16370443,S,R,R,R,IDR1300033719
SAMN20693214,SRR16370456,S,R,S,R,IDR1200023774
SAMN20693221,SRR16370449,S,S,S,S,IDR1300018388
SAMN20693352,SRR16370304,S,S,S,S,IDR1500072738
SAMN20693449,SRR16370696,S,S,S,S,IDR1600026642
SAMN20693325,SRR16370333,S,S,S,S,IDR1500066354
SAMN20693384,SRR16370267,S,S,S,S,IDR1600005829
SAMN20693556,SRR16370577,S,S,S,S,IDR1600053446
SAMN20693121,SRR16370581,R,R,R,R,1479146369267T184915lib5054nextseqn0035151bp
SAMN20693477,SRR16370664,R,R,S,S,IDR1600033693
SAMN20693375,SRR16370277,S,S,S,S,IDR1600003837
SAMN20693495,SRR16370644,S,S,S,S,IDR1600037413
SAMN20693541,SRR16370594,S,S,S,S,IDR1600049832
SAMN20693362,SRR16370293,S,S,S,S,IDR1600001648
SAMN20693266,SRR16370399,S,S,S,S,IDR1500051248
SAMN20693471,SRR16370672,S,S,S,S,IDR1600032078
SAMN20693393,SRR16370257,S,S,S,S,IDR1600012094
SAMN20693485,SRR16370655,S,S,S,S,IDR1600035227
SAMN20693403,SRR16370246,S,S,S,S,IDR1600016942
SAMN20693268,SRR16370397,S,S,S,S,IDR1500051828
SAMN20693566,SRR16370566,S,R,S,S,IDR1600057520
SAMN20693195,SRR16370477,R,R,R,R,1479153938227T1379614lib3427nextseqn0004151bp
SAMN20693544,SRR16370590,S,S,S,S,IDR1600051430
SAMN20693136,SRR16370544,S,R,S,R,1479146369267T888715lib5608nextseqn0048151bp
SAMN20693140,SRR16370540,S,R,S,R,1479146369267T889315lib5614nextseqn0048151bp
SAMN20693553,SRR16370580,S,S,S,S,IDR1600053044
SAMN20693344,SRR16370312,S,S,S,S,IDR1500070812
SAMN20693282,SRR16370381,S,S,S,S,IDR1500054445
SAMN20693431,SRR16370216,S,S,S,S,IDR1600022912
SAMN20693309,SRR16370351,S,S,S,S,IDR1500062169
SAMN20693118,SRR16370614,S,R,R,R,1479146369267T184615lib5051nextseqn0036151bp
SAMN20693078,SRR16370559,S,R,R,R,1479144119992T178515lib4990nextseqn0036151bp
SAMN20693095,SRR16370369,R,R,R,R,1479146369267T182315lib5028nextseqn0035151bp
SAMN20693363,SRR16370291,S,S,S,S,IDR1600001649
SAMN20693332,SRR16370326,S,S,S,S,IDR1500067323
SAMN20693476,SRR16370665,S,S,S,S,IDR1600033125
SAMN20693388,SRR16370263,S,S,S,S,IDR1600009867
SAMN20693443,SRR16370202,S,S,S,S,IDR1600025163
SAMN20693387,SRR16370264,S,S,S,S,IDR1600009864
SAMN20693422,SRR16370226,S,S,S,S,IDR1600020737
SAMN20693192,SRR16370481,R,R,R,R,1479151773189T899115lib5770nextseqn0051151bp
SAMN20693433,SRR16370213,S,S,S,S,IDR1600023647
SAMN20693502,SRR16370637,S,S,S,S,IDR1600039182
SAMN20693493,SRR16370646,S,S,S,S,IDR1600037099
SAMN20693302,SRR16370359,S,S,S,S,IDR1500061133
SAMN20693379,SRR16370273,S,S,S,S,IDR1600004867
SAMN20693496,SRR16370643,S,S,S,S,IDR1600037626
SAMN20693411,SRR16370238,S,S,S,S,IDR1600018162
SAMN20693243,SRR16370424,S,S,S,S,IDR1400032120
SAMN20693446,SRR16370699,S,S,S,S,IDR1600025436
SAMN20693558,SRR16370575,S,S,S,S,IDR1600053449
SAMN20693373,SRR16370279,S,S,S,S,IDR1600003708
SAMN20693450,SRR16370695,S,S,S,S,IDR1600026643
SAMN20693357,SRR16370298,S,S,S,S,IDR1600000553
SAMN20693432,SRR16370215,S,S,S,S,IDR1600023111
SAMN20693260,SRR16370406,S,S,S,S,IDR1500048830
SAMN20693560,SRR16370573,S,S,S,S,IDR1600054265
SAMN20693274,SRR16370389,S,S,S,S,IDR1500052969
SAMN20693554,SRR16370579,S,S,S,S,IDR1600053046
